prediction_id,fixture_id,market_code,model_name,model_version,p_pred,prediction_created_at,league_code,match_datetime_utc,actual,brier,edge,odds_used,hours_to_kickoff,odds_band,kickoff_band,edge_band
1742664,612,home_or_o25,market_outcome_gbm,fixtures_first_prematch_v1,0.7129101129355631,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,1.0,0.08242060325467115,,,1.8321484244444444,missing,<=6h,missing
1742645,612,btts,market_outcome_gbm,fixtures_first_prematch_v1,0.5737481946508344,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,1.0,0.18169060156342298,,,1.8321484244444444,missing,<=6h,missing
1742641,612,u25,market_outcome_gbm,fixtures_first_prematch_v1,0.45981020223075203,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,0.0,0.2114254220754851,,,1.8321484244444444,missing,<=6h,missing
1742640,612,u15,market_outcome_gbm,fixtures_first_prematch_v1,0.17679902392748245,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,0.0,0.03125789486171051,,,1.8321484244444444,missing,<=6h,missing
1742639,612,o45,market_outcome_gbm,fixtures_first_prematch_v1,0.1975983894446329,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,0.0,0.03904512351111281,,,1.8321484244444444,missing,<=6h,missing
1742638,612,o35,market_outcome_gbm,fixtures_first_prematch_v1,0.34365746893696186,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,1.0,0.43078551808223525,,,1.8321484244444444,missing,<=6h,missing
1742637,612,o25,market_outcome_gbm,fixtures_first_prematch_v1,0.5401897977692479,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,1.0,0.21142542207548512,-0.07885782127837115,1.6153846153846154,1.8321484244444444,1.51-1.80,<=6h,<0%
1742635,611,away_and_o25,market_outcome_gbm,fixtures_first_prematch_v1,0.1568407574376557,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,0.0,0.024599023193617547,,,1.8321484244444444,missing,<=6h,missing
1742634,611,home_and_o25,market_outcome_gbm,fixtures_first_prematch_v1,0.316261718400431,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,0.0,0.10002147452559351,,,1.8321484244444444,missing,<=6h,missing
1742633,611,away_or_o15,market_outcome_gbm,fixtures_first_prematch_v1,0.8638316484954903,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,1.0,0.018541819951455703,,,1.8321484244444444,missing,<=6h,missing
1742632,611,home_or_o15,market_outcome_gbm,fixtures_first_prematch_v1,0.9012865180603874,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,0.0,0.812317387637417,,,1.8321484244444444,missing,<=6h,missing
1742631,611,away_or_o25,market_outcome_gbm,fixtures_first_prematch_v1,0.6925745934262181,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,1.0,0.09451038060705512,,,1.8321484244444444,missing,<=6h,missing
1742630,611,home_or_o25,market_outcome_gbm,fixtures_first_prematch_v1,0.7528890135755782,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,0.0,0.5668418667628072,,,1.8321484244444444,missing,<=6h,missing
1742611,611,btts,market_outcome_gbm,fixtures_first_prematch_v1,0.5357831808959627,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,0.0,0.28706361693099586,,,1.8321484244444444,missing,<=6h,missing
