fixture_id,league_code,lambda_home_pred,lambda_away_pred,lambda_total_pred
22577,CH2,1.3889109944334217,1.2030986064656928,2.5920096008991145
12102,F2,1.4001251620641433,1.111810863371218,2.5119360254353613
12103,F2,1.4762119986214421,1.1941197236960297,2.6703317223174716
12104,F2,1.5852184810768384,1.1407745232251465,2.725993004301985
12105,F2,1.543181012316803,1.1861805723611951,2.7293615846779984
12106,F2,1.353024333630736,1.1556481861678256,2.5086725197985613
19022,N1,1.546213528437786,1.0982191721535364,2.6444327005913224
22578,CH2,1.7855403153606608,1.0696861295880464,2.8552264449487073
3818,D1,1.4157952716525346,1.1662557746671338,2.5820510463196684
4851,I2,1.6150950637480128,1.1700509463825604,2.785146010130573
5494,SP2,1.5799891896353284,1.1055124477017726,2.685501637337101
20269,AT1,1.7668414988995869,1.0977603670595606,2.8646018659591475
21664,PL1,1.3958259930430867,1.290527244197009,2.6863532372400956
4481,I1,1.3529410136007496,1.1862609118863392,2.539201925487089
5872,F1,1.3762403864265413,1.2229953618223792,2.599235748248921
19317,B1,1.4271353093421444,1.2841574008951016,2.711292710237246
5099,SP1,1.6121357101365794,1.064173589144568,2.6763092992811472
20994,JP1,1.5293727083618127,1.2088721827774271,2.7382448911392396
20995,JP1,1.5293727083618127,1.2088721827774271,2.7382448911392396
20811,IE1,1.5293727083618127,1.2088721827774271,2.7382448911392396
20812,IE1,1.5293727083618127,1.2088721827774271,2.7382448911392396
566,E0,1.4790056997532752,1.0563327694345948,2.53533846918787
20813,IE1,1.5293727083618127,1.2088721827774271,2.7382448911392396
1064,E1,1.392812390607384,1.0827743813544715,2.475586771961855
20996,JP1,1.5293727083618127,1.2088721827774271,2.7382448911392396
21377,MX1,1.6517567396557349,0.9988413270745905,2.6505980667303253
21378,MX1,1.4995774450527277,1.1247280832117024,2.62430552826443
19859,T1,1.3967475954453217,1.0394555379143102,2.4362031333596317
22001,RO1,1.2696193734965373,1.2550652486099798,2.524684622106517
21379,MX1,1.136828722253342,1.516239725458567,2.6530684477119086
21380,MX1,1.5352876329906986,1.04364558127298,2.5789332142636785
4127,D2,1.678678147393506,1.1403181787338823,2.8189963261273885
4128,D2,1.5862471621949936,1.2398189773631239,2.8260661395581175
4129,D2,1.3985914917232904,1.174599565816618,2.5731910575399084
22002,RO1,1.1852862881768076,1.2893083467656805,2.474594634942488
5495,SP2,1.910768802209221,0.9425196992646943,2.8532885014739153
12107,F2,1.2371006913056475,1.2917978718268421,2.52889856313249
12108,F2,1.4220795957141699,1.059093039596435,2.481172635310605
567,E0,1.549267596189277,1.2169868743596406,2.7662544705489176
1065,E1,1.5717552068604195,1.0862450022236272,2.6580002090840464
1066,E1,1.353916344704481,1.192507431267759,2.54642377597224
1067,E1,1.2456765854108185,1.3550437748350683,2.600720360245887
